university name,YEAR_entry,yearSurvey ,City-ORIGIN,gEnder,Program level,FiEld,livingArrangement,part-time_job,ScholarShip,AGE ,gpa,SleepHours,Study hour(s),screenTime,exercise_hours,stressLevel
Techn1cal  Un1vers1ty  of  Mun1ch,2022.0,2022.0,Stuttgart,Female,BSc,STEM,Dorm,No,Yes,21.2,3.31,7.4,"""4.7""",4.1,3.3,Moderate
TECHNICAL  UNIVERSITY  OF  MUNICH,2020.0,2022.0,Frankfurt,Female,MSc,STEM,Dorm,No,No,24.0,2.73,6.6,"""6.0""",6.0,3.3,High
Technical University of Munich,2021.0,2022.0,DÜSSELDORF,Female,MSc,Business,Dorm,Yes,No,24.2,2.75,6.8,"""4.7""",4.9,3.0,H1gh
Techn1cal Un1vers1ty of Mun1ch,2019.0,2022.0,Cologne,Male,MSc,SocialSci,Family Home,No,No,24.5,3.48,7.6,"""5.1""",2.9,4.3,  Moderate
Technical University of Munich,2020.0,2020.0,Leipzig,Female,BSc,STEM,Alone,Yes,Yes,20.8,2.29,5.7,"""4.6""",8.9,2.7,High
Technical University of Munich,2021.0,2022.0,Munich,Male,PhD,Humanities,Shared Apartment,Yes,No,27.6,,6.7,"""4.7""",3.9,2.6,Moderate
Technical University of Munich,2020.0,2021.0,Munich,FEMALE,BSc,Humanities,Dorm,Yes,No,21.2,3.03,7.2,"""3.1""",4.5,3.3,Moderate
Technical University of Munich,2020.0,2020.0,Berlin,Female,PhD,STEM,Dorm,No,No,24.4,2.61,6.7,"""5.5""",5.7,0.0,High
Technical University of Munich,2022.0,2022.0,Hamburg, Male,MSc,SocialSci,Dorm,No,No,19.9,3.13,8.3,"""4.0""",7.4,6.1,Moderate
Technical  University  0f  Munich,2022.0,2022.0,Bremen,Female,PhD,STEM,FAMILY HOME,No,YES,25.3,3.81,8.2,"""7.5""",1.4,5.4,Low
Technical University of Munich,2021.0,2021.0,Cologne,Female,BSc,Health,Dorm ,No,No,21.9,2.76,6.4,"""5.5""",8.0,3.1,High
Technical University of Munich,2022.0,2022.0,Hamburg,Female,BSc,STEM,ALONE,No,No,19.1,2.81,7.2,"""5.2""",3.6,0.3,High
Technical University of Munich,2022.0,2022.0,Leipzig,Non-binary,MSc,STEM,Shared Apartment,No,yes,26.7,3.12,6.3,"""4.6""",5.6,4.6,Moderate
Technical University of Munich,2019.0,2022.0,Stuttgart,Male,BSc,Business,Shared Apartment,No,No,20.5,3.18,6.5,"""5.7""",4.1,1.6,Moderate
Technical University of Munich,2021.0,2021.0,Berlin,Male,BSc,STEM,Family Home,No,No,20.0,2.55,5.5,"""7.6""",8.8,3.8,High
Technical University of Munich,2020.0,2020.0,Munich,Non-binary#,Phd,SocialSci,Dorm,No,No,29.4,2.18,4.9,"""8.6""",6.3,0.7,H1gh
Technical University of Munich,2019.0,2022.0,Hamburg,Female,MSc,Business,Family Home,No,No,25.3,3.65,7.6,"""4.2""",3.8,,Low
Technical University of Munich,2022.0,2022.0,Düsseldorf,Male,BSc,STEM,Dorm,Yes,No,22.9,2.52,6.5,"""5.8""",4.9,0.0,HIGH
Technical University of Munich,2021.0,2022.0,Munich,Female,BSc,Bus1ness,Family Home,No,No,20.2,3.05,6.2,"""3.8""",5.0,3.0,Moderate
,2021.0,2022.0,Berlin,Male,BSc,Humanities,Shared Apartment,No,YES,23.0,2.86,,"""4.5""",5.5,0.0,High
,2020.0,2022.0,Berlin,Female,BSc,Humanities  ,Dorm,Yes,No,18.3,2.44,6.2,"""3.8""",6.1,2.1,Moderate
Technical University of Munich,2020.0,2022.0,Stuttgart,Female,BSc,Business,Family Home,No,No,18.3,2.49,6.1,"""2.3""",4.9,2.2,Moderate
Technical University of Munich,2022.0,2022.0,Berlin,Male,MSc,STEM,Dorm,No,No,27.5,3.04,8.8,"""6.1""",3.2,4.6,Moderate
Technical University of Munich,2019.0,2020.0,Bremen,Female,MSc,STEM,,Yes,Yes,25.7,2.58,5.4,"""5.4""",5.6,1.5,High
Technical University of Munich,2020.0,2020.0,Berlin,Non-binary,BSc,Humanities,Family Home,No,No,23.0,3.23,5.8,"""4.4""",6.6,4.7,Moderate
Technical University of Munich,2020.0,2021.0,Stuttgart,Female,BSc,SocialSci,Shared Apartment,N0,Yes,19.7,3.16,7.0,"""4.2""",4.8,1.1,Moderate
Technical University of Munich,2021.0,2021.0,Cologne,Male,MSc,Busin3ss,Alone,Yes,no,25.0,2.29,6.5,"""5.7""",6.9,1.5,High
Technical University of Munich,2021.0,2021.0,Cologne,Male,MSc,Humanities,Shared Apartment,Yes,No,25.2,2.49,6.3,"""7.4""",6.0,1.7,High
Technical University of Munich,2021.0,2022.0,Berlin,Female,MSC,STEM,SharedApartment,Yes,Yes,23.9,3.31,8.2,"""5.2""",4.9,2.9,Moderate
Technical University of Munich,2019.0,2022.0,Dresden,Male,BSc,SocialSci,Dorm,Yes,No,19.9,2.2,5.3,"""3.8""",7.3,2.8,High
Technical University of Munich,2020.0,2020.0,Bremen,Male,MSc,STEM,Dorm,No,No,23.7,3.38,6.4,"""3.8""",3.3,4.0,Moderate#
Technical University of Munich,2022.0,2022.0,Berlin,Male,BSc,STEM,Alone, Yes,Yes,18.4,3.47,8.6,"""4.2""",4.0,2.4,Moderate
Technical University of Munich,2021.0,2021.0,Hamburg,Female,BSc,Business,Dorm,No,No,,3.5,8.0,"""1.7""",8.1,3.9,Moderate
Technical University of Munich,2021.0,2022.0,Hannover,Male,MSc,STEM,Shared Apartment,Yes,No,21.7,2.65,7.3,"""4.6""",8.1,0.7,High
TechnicalUniversityofMunich,2021.0,2021.0,Stuttgart,Male,BSc,Health,Dorm,Yes,Yes,21.0,2.64,5.8,"""3.0""",9.8,2.8,High
Technical University of Munich,2022.0,2022.0,Berlin,Female,BSC,STEM,Dorm,Yes,Yes,19.5,3.19,7.4,"""5.6""",5.5,4.8,Moderate
Technical University of Munich,2019.0,2021.0,Hamburg,Female,BSc,Humanities,Shared Apartment,Yes,Yes,23.0,3.13,7.2,"""3.0""",6.6,0.0,Moderate
Technical University of Munich,2020.0,2022.0, Düsseldorf,Female,BSC,SocialSci#,FAMILY HOME,No,Yes,19.7,3.28,8.2,"""2.3""",6.2,3.7,Low
Technical University of Munich,2021.0,2022.0,Leipzig,Male,BSc,SocialSci,Family Home,Yes,No#,23.4,2.54,6.1,"""4.5""",6.9,3.4,High
Technical University of Munich,2020.0,2021.0,Stuttgart,Female,MSc, Health,Alone,No,Yes,25.4,2.87,6.7,"""6.6""",6.3,4.9,High
Technical University of Munich,2022.0,2022.0,Nuremberg,Male,BSc,STEM,Dorm,No,No,20.9,2.73,7.5,,6.9,4.0,Moderate
Technical University of Munich,2021.0,2022.0,Frankfurt,Non-binary,BSc,STEM,Shared Apartment,Yes,No,18.1,2.93,5.8,"""2.9""",5.9,2.3,Moderate
Technical University of Munich,2022.0,2022.0,Munich,Female,MSc,STEM,Dorm, Yes,No,22.6,2.47,6.5,"""4.0""",6.2,2.9,High
Technical University of Munich,2022.0,2022.0,Frankfurt,Female,BSc,STEM,Family Home,No,Yes,21.5,2.91,6.8,"""4.0""",3.4,1.7,Moderate
Technical University of Munich,2021.0,2021.0,Munich,Male,PhD,Humanities,Dorm,No,No,26.1,3.07,6.3,"""4.6""",5.6,2.2,High
Technical University of Munich,2022.0,2022.0,Hamburg,Female,BSc,Business,Shared Apartment,No,Yes,22.5,3.33,6.7,"""3.7""",4.4,0.6,Moderate#
Technical University of Munich,2021.0,2022.0,Berlin,Male,BSc,STEM,Dorm,No,No,22.1,,8.4,"""0.9""",3.5,5.2,Low
Technical University of Munich,2022.0,2022.0,Munich,Male,BSc,STEM,Family Home,No,No,23.2,3.21,7.0,"""4.1""",2.3,3.6,Moderate
Technical University of Munich,2020.0,2021.0,Leipzig,Male,MSc,Business,Family Home,Yes,No,27.1,2.51,6.3,"""5.3""",4.9,0.8,High
Techn1cal  Un1vers1ty  of  Mun1ch,2021.0,2021.0,Berlin,Female,BSc,SocialSci,Alone,No,No,21.4,3.46,7.5,"""2.0""",5.4,3.0,Low
Technical University of Munich,2021.0,2022.0,Cologne,Male,MSc,STEM,Dorm,Yes,Yes,29.5,3.34,7.0,"""5.0""",5.6,4.1,Moderate
Technical University of Munich,2019.0,2019.0,Düsseldorf,Male,BSc,SocialSci,Alone,No,No,22.0,2.41,5.9,"""3.2""",6.0,4.2,Moderate
Technical University of Munich,2020.0,2022.0,Stuttgart,Female,BSc,SocialSci,Dorm,Yes,No,20.8,3.19,8.0,"""3.6""",5.7,0.7,High
Technical University of Munich,2022.0,2022.0,Dresden,Male,BSc, Humanities,Dorm,No,No,21.3,2.43,6.0,"""4.3""",5.0,0.0,High
Technical University of Munich,2021.0,2022.0,Dresden,Male,BSc,,Dorm,Yes,No,20.5,2.88,6.6,"""5.1""",3.9,2.8,High
Technical University of Munich,2020.0,2021.0,Leipzig,Male,BSc,SocialSci,Dorm,Yes,No,20.3,2.59,6.1,"""6.3""",7.5,0.8,High
Technical University of Munich,2020.0,2021.0,Berlin,Female,BSc,STEM,Shared Apartment,Yes  ,No,19.2,2.66,6.5,"""6.7""",5.7,3.1,High
Technical University of Munich,2020.0,2021.0,Frankfurt,Female,BSc,,Dorm ,Yes,No,22.2,2.92,7.6,"""6.4""",5.4,3.7,Moderate
Technical University of Munich,2019.0,2020.0,Stuttgart,Female  ,MSc,SOCIALSCI,Shared Apartment,No,No,23.3,2.99,7.1,"""3.4""",5.6,4.5,Low
Technical University of Munich,2022.0,2022.0,Hamburg,Female,BSc,SocialSci,Shared Apartment,No,No,19.8,3.31,7.1,"""5.6""",4.0,5.5,Moderate
Technical University of Munich,2021.0,2021.0,Berlin,Female,BSc,STEM,Family Home,No,No,21.8,3.21,8.8,"""3.2""",4.8,4.9,Low
Technical University of Munich,2020.0,2021.0,Hamburg,Non-binary,BSc,HUMANITIES,Shared Apartment,Yes,No,21.6,2.52,7.0,"""5.7""",5.0,4.9,High
Technical University of Munich,2021.0,2021.0,Frankfurt,Female,BSc,STEM,Shared Apartment,No,No,20.8,2.74,7.0,"""4.5""",5.4,4.9,Moderate
Technical University of Munich,2019.0,2022.0,Cologne,Male,BSc,Business,D0rm,No#,Yes,18.1,3.11,7.8,"""4.2""",6.4,5.1,Low
Technical University of Munich,2020.0,2020.0,Hamburg,Female,BSc,Health#,Family Home,No,No,18.5,2.67,6.3,"""3.7""",6.3,2.8,High
Technical University of Munich,2022.0,2022.0,Dresden,Female,BSc,Business,Dorm,No,No,19.4,3.1,8.4,"""2.7""",7.9,0.7,moderate
  Technical  University  of  Munich,2021.0,2022.0,Hannover,Female,MSc,Humanities,Dorm,Yes,No,26.4,2.87,6.7,"""3.5""",7.3,6.2,Moderate
Technical University of Munich,2022.0,2022.0,Hamburg,Female,BSc,business,Dorm#,Yes,Yes,23.3,3.0,7.0,"""3.3""",8.5,2.3,High
Technical University of Munich,2021.0,2021.0,Hannover,Male,BSc,Humanities,Shared Apartment,Yes,No,21.5,2.98,6.6,"""1.0""",6.8,4.1,Moderate
Technical University of Munich,2021.0,2022.0,Berlin,Male,MSc,SocialSci,Shared Apartment,Yes,No,24.4,2.66,6.7,"""4.9""",6.1,1.2,High
Technical University of Munich,2022.0,2022.0,Hannover,Male,BSc,SocialSci,Shared Apartment,Yes,Yes,17.0,2.99,6.2,"""1.3""",4.4,3.6,Moderate
Technical University of Munich,2022.0,2022.0,,F3mal3,BSc,STEM,Dorm,No,No,17.5,2.6,5.3,"""4.3""",6.7,0.0,
Technical University of Munich,2022.0,2022.0,Berlin,Male,PhD,SocialSci,Shared Apartment,Yes,No,,2.69,7.9,"""4.4""",4.2,1.4,Moderate
Technical University of Munich,2022.0,2022.0,Leipzig,Female,PhD,STEM,Shared Apartment,No,Yes,29.3,3.12,5.6,"""7.1""",2.8,2.5,High
Technical University of Munich,2022.0,2022.0,Nuremberg,Male,MSC,Health,Dorm,Yes,No,25.8,2.96,7.1,"""4.0""",7.8,2.9,High
Technical University of Munich,2022.0,2022.0,Hannover,Male,BSc,STEM,Shared Apartment,Yes,Yes,22.4,3.05,6.9,"""4.7""",3.2,3.8,Moderate
Technical University of Munich,2019.0,2019.0,Nuremberg,,BSc,STEM,Shared Apartment,No,No,19.9,2.86,6.5,"""3.3""",5.9,0.9,High
Technical University of Munich,2022.0,2022.0,Stuttgart,Female,PhD,Humanities,Shared Apartment,No,No,31.9,3.26,7.4,"""5.2""",3.8,,Low
Technical University of Munich,2021.0,2021.0,Berlin,Female,PhD,STEM,Dorm,No,N0,33.3,2.77,6.1,"""5.8""",7.9,4.8,High 
Technical University of Munich,2021.0,2022.0,Bremen,Female,BSc,STEM  ,Shared Apartment,No,No,20.2,2.59,5.7,"""4.7""",7.2,6.5,High
technical university of munich,2021.0,2021.0,Stuttgart ,Male,BSc,SocialSci,Dorm,Yes,Yes,19.6,2.99,6.0,"""5.2""",6.9,3.3,High
Technical University of Munich,2022.0,2022.0,Stuttgart  ,Male,BSc,STEM,Dorm,No,No,23.4,2.6,7.1,"""6.1""",7.4,2.1,High
Technical University of Munich,2022.0,2022.0,Cologne,Male,BSc,STEM  ,Dorm,No,No,20.9,2.8,6.9,"""2.4""",5.4,0.8,Moderate 
Technical University of Munich,2020.0,2020.0,Stuttgart,Female,MSc,Business,SHARED APARTMENT,No,Yes,24.0,3.05,6.4,"""3.8""",9.5,5.6,High
Technical University of Munich,2022.0,2022.0,Berlin,Male,BSc,STEM,Dorm,No,Yes,19.6,3.01,6.1,"""3.4""",6.6,4.0,High
Technical University of Munich,2022.0,2022.0,Leipzig,Female,BSc,STEM,Shared Apartment,No,No,23.3,2.65,6.6,"""3.6""",3.8,2.7,Moderate
Technical University of Munich,2020.0,2021.0,B3rlin,Male,BSc,STEM,Dorm,No,Yes,21.3,2.95,6.9,"""2.0""",6.2,0.2,Moderate
Technical University of Munich,2019.0,2019.0,Le1pz1g,Female,BSc,STEM,Family Home,No,No,21.6,2.34,5.2,"""4.6""",4.7,1.4,High
Technical University of Munich,2019.0,2020.0,Bremen,Female,BSc,STEM,Dorm,No,Yes,21.0,2.4,6.7,"""4.6""",5.7,3.8,High
Technical University of Munich,2022.0,2022.0,Frankfurt,Male,BSc,STEM,Shared Apartment,No,No,19.9,2.92,7.6,"""2.8""",2.5,3.3,Moderate
Technical University of Munich,2021.0,2021.0,Frankfurt,Female,BSc,SocialSci,Family Home,,No,20.8,3.0,6.1,"""3.9""",6.2,0.0, High
Technical University of Munich,2022.0,2022.0,Munich,Female,PhD,SocialSci,Shared Apartment,Yes,No,31.7,3.0,8.1,"""6.3""",3.0,3.1,High
Technical University of Munich,2021.0,2022.0,Nuremberg,Male,BSc,STEM,Dorm,No,No,22.5,2.64,6.1,"""5.2""",1.4,0.3,High
Technical University of Munich,2022.0,2022.0,Leipzig,Female#,  BSc,STEM ,Shared Apartment,No,No,20.4,3.19,6.0,"""3.1""",4.6,4.9,Low
Technical University of Munich,2021.0,2022.0,Cologne,Male,BSc,Humanities,Alone,Yes,No,18.1,2.93,7.7,"""2.3""",3.9,2.3,Moderate
T3chnical Univ3rsity of Munich,2022.0,2022.0,Hamburg,Male,BSc,Business,Alone,No,Yes,17.8,3.42,8.1,"""2.5""",3.7,1.9,low
Techn1cal Un1vers1ty of Mun1ch,2019.0,2021.0,Hamburg,Male,BSc,STEM,Dorm,No,Yes,17.7,2.8,6.2,"""3.5""",1.1,4.4,Low
Technical University of Munich,2021.0,2022.0,Frankfurt,Male,BSc,Business,Family Home,Yes,Yes,21.9,3.19,7.2,"""4.6""",3.5,2.9,Moderate
Technical University of Munich,2022.0,2022.0,Hannover,MALE,BSc,STEM,Dorm,No,Yes,18.7,3.09,7.0,"""4.6""",5.1,,Moderate
Technical University of Munich,2022.0,2022.0,Leipzig,,BSc,Humanities,Dorm,Yes,Yes,21.3,2.61,5.5,"""4.0""",4.4,2.3,Moderate
Technical University of Munich,2022.0,2022.0,Hamburg,Male,MSc,Health,Shared Apartment,Yes,No,20.4,2.43,6.6,"""5.8""",5.8,2.3,High
Technical University of Munich,2019.0,2019.0,Bremen,Male,BSc,Health,Shared Apartment,Yes,No,20.7,,4.8,"""4.6""",7.4,1.6,High
Technical University of Munich,2020.0,2021.0,Cologne,Female,BSc,STEM,Shared Apartment,Yes,Yes,21.6,2.78,6.5,"""1.7""",6.7,2.5,Moderate
Technical University of Munich,2019.0,2019.0,Bremen,Female,BSc,STEM,Family Home,No,Yes,21.1,2.91,4.9,"""4.6""",6.5,5.6,Moderate
Technical University of Munich,2019.0,2019.0,Hamburg,Male,BSc,STEM,Dorm,Yes,Yes,17.0,2.43,6.2,"""4.0""",7.2,1.4,High
Technical  University  of  Munich  ,2021.0,2021.0,Stuttgart,Female,BSc,STEM,Shared Apartment,No,Yes,20.2,3.1,8.4,"""4.2""",4.3,3.7,Moderate
Technical University of Munich,2022.0,2022.0,Hannover,Female,BSc,STEM,Shared Apartment,No,No,21.6,2.6,6.7,"""5.2""",5.9,1.3,High
Technical University of Munich,2022.0,2022.0,hamburg,Female,BSc,SocialSci,Dorm,  No,Yes ,23.8,2.61,4.9,"""3.0""",7.0,0.0,High
Technical University of Munich,2022.0,2022.0,Düsseldorf,Male,BSc, STEM,Shared Apartment,No,Yes,23.8,3.34,7.2,"""5.5""",4.5,3.0,Moderate
Technical University of Munich,2022.0,2022.0,Nuremberg,Female,PhD,Health,Alone,No,No,28.4,2.49,6.6,"""6.7""",3.8,3.2,Moderate
Technical University of Munich,2022.0,2022.0,Berlin,Mal3,PhD,STEM,Shared Apartment,No,,29.8,2.71,,"""5.0""",6.0,2.5,High
Technical University of Munich,2019.0,2021.0,Berlin,Male,PhD,STEM,DORM,N0,No,32.2,2.75,7.4,"""2.9""",3.7,0.4,High
Technical University of Munich,2020.0,2022.0,Düsseldorf,Male,BSc,Humanities,SharedApartment,No,Yes,23.5,3.5,8.7,"""1.8""",3.5,3.2,Low
Technical University of Munich,2021.0,2022.0,Munich,Female#,BSc,SocialSci,Alone,Yes,No,22.6,3.0,6.3,"""4.1""",4.0,2.4,High
Technical University of Munich,2022.0,2022.0,Berlin,Male,BSc,STEM,Alone,No,Yes,21.4,2.54,5.5,"""3.6""",5.8,1.2,High
Technical University of Munich,2019.0,2021.0,Frankfurt,Male,BSc,Business,Shared Apartment,Yes,N0,21.1,2.84,5.1,"""2.1""",6.3,0.0,High
Technical University of Munich,2021.0,2022.0,Leipzig,Female,BSc,STEM,Shared Apartment,YES,No,23.3,2.26,5.4,"""4.8""",6.9,1.7,High
Technical University of Munich,2021.0,2021.0,Munich,,BSc,STEM,Shared Apartment,Yes,No,23.0,2.68,6.3,"""4.3""",4.4,3.1,High
Technical University of Munich,2019.0,2022.0,Munich,Female,BSc,Business,Family Home,No,No,22.9,3.17,7.2,"""3.8""",3.3,3.6,Low
Technical University of Munich,2021.0,2022.0,Bremen,Male,BSc,STEM,Alone,Yes,No,21.6,2.56,6.1,"""3.4""",5.9,0.6,High
,2022.0,2022.0,Frankfurt,Female,BSc,SocialSci,Family Home,Yes,Yes,20.2,3.3,7.9,"""3.6""",3.6,2.5,Low  
Technical University of Munich,2021.0,2021.0,Bremen,Male,MSc,STEM,Shared Apartment,Yes,No,24.4,2.74,6.2,"""7.1""",4.9,3.5,High
Technical University of Munich,2020.0,2021.0,Cologne,Male,BSc,SocialSci,Dorm,Yes,Yes,22.3,3.5,7.5,"""1.5""",3.1,0.3,Moderate
Technical University of Munich,2022.0,2022.0,Nuremberg,Female,MSc,socialsci,Shared Apartment,No,No,25.3,2.95,7.6,"""4.0""",5.7,2.8,Moderate
Technical University of Munich,2020.0,2022.0,Düsseldorf,Male,BSc,STEM,Dorm,No  ,No,20.2,2.62,5.5,"""4.1""",7.9,4.9,High
Technical University of Munich,2022.0,2022.0,Berlin,Female,BSc,STEM,Dorm,Yes,Yes,22.8,2.88,5.5,"""4.3""",3.8,0.2,High
Technical University of Munich,2020.0,2021.0,BREMEN,Male,BSc,Business,Shared Apartment,No,Yes,23.8,3.09,7.1,"""3.8""",7.5,4.5,Moderate
Technical University of Munich,2021.0,2022.0,Frankfurt#,Male,BSc,SocialSci,Shared Apartment ,Yes,No,19.5,3.24,6.4,"""3.2""",5.1,4.7,Moderate
Technical University of Munich,2020.0,2022.0,Berlin,Female,BSc,SocialSci,Alone,No,Yes,20.3,3.01,6.6,"""2.3""",2.3,2.2,Moderate
Technical University of Munich,2020.0,2021.0,Berlin,Female,BSc,SocialSci,Family Home,No,Yes,21.4,3.02,5.9,"""4.6""",4.2,2.4,Moderate
Techn1cal Un1vers1ty of Mun1ch,2022.0,2022.0,Düsseldorf,Male,,STEM,Alone,No,No,21.7,2.86,8.3,"""4.4""",3.6,4.3,Moderate
Technical University of Munich,2020.0,2020.0,Berlin,Female,BSc,STEM,Family Home,No,Yes,19.9,3.07,6.9,"""7.6""",5.1,2.6,High
Technical University of Munich,2019.0,2020.0,Munich,Male#,BSc,Business,Shared Apartment,Yes,Yes,24.2,2.89,7.1,"""2.9""",6.6,0.0,Moderate
Technical University of Munich,2020.0,2020.0,Berlin,Male,PhD,STEM,Dorm ,No,no,29.0,2.79,6.3,"""5.3""",9.1,2.6,High
Technical University of Munich,2022.0,2022.0,Cologne,Male,BSc,SocialSci,Shared Apartment,Yes,No,21.8,3.12,7.9,"""7.7""",2.9,2.9,Moderate
Technical University of Munich,2022.0,2022.0,Cologne,Female,BSc,STEM,Dorm,No,No,24.0,2.57,5.5,"""4.8""",4.6,4.0,High
Technical University of Munich,2022.0,2022.0,Frankfurt,male,BSc,STEM,Dorm,Yes, No,20.0,2.74,5.7,"""3.8""",4.0,0.8,High
Technical University of Munich,2020.0,2021.0,Munich,Male,BSc,Business,Dorm,No,Yes,20.6,3.76,8.6,"""2.9""",4.1,2.4,Low
Technical University of Munich,2021.0,2022.0, Berlin,Female,BSc,Business,Family Home,No,Yes,18.5,3.36,7.3,"""6.4""",5.1,4.5,Moderate
Technical University of Munich,2019.0,2020.0,Stuttgart,Female,BSc,SocialSci, Family Home,No,No,20.5,3.2,6.0,"""3.0""",5.6,2.8,High
Technical University of Munich,2021.0,2021.0,Cologne,Female,msc,Business,Alone,no,No,22.0,3.0,7.4,"""2.7""",2.9,0.2,Moderate
Technical University of Munich,2022.0,2022.0,,F3mal3,BSc#,Health,Alone,Yes,No,22.1,2.96,7.2,"""2.5""",5.1,4.0,Moderate
  Technical  University  of  Munich,2022.0,2022.0,Berlin,Male,BSc,Humanities,Alone,Yes,No,21.6,3.11,6.3,"""2.6""",3.2,1.7,Moderate
Technical University of Munich,2021.0,2021.0,Berlin,Female,BSc,Humanities,Dorm,No,Yes,20.3,3.5,7.1,"""1.7""",6.1,4.5,Moderate
Technical University of Munich,2020.0,2022.0,hamburg,Male,MSc,SocialSci,Alone,No,No,24.6,3.04,7.1,"""3.5""",7.1,0.4,High
Technical University of Munich,2022.0,2022.0,Frankfurt,Female,MSc,S0cialSci,Family Home,No,No,24.1,2.92,7.4,"""4.3""",5.6,2.7,Moderate
Technical University of Munich,2021.0,2021.0,Cologne,Female,PhD,SocialSci,Alone,No,No,27.4,3.2,7.8,"""6.0""",6.1,3.4,High
Technical University of Munich,,2019.0,DRESDEN,Female ,MSc,Business,Dorm,No,No,21.4,3.34,7.7,"""1.7""",4.6,2.7,Low
Technical University of Munich,2020.0,2022.0,Cologne,Male,MSc,STEM,dorm,No,Yes,24.1,2.73,5.9,"""4.2""",5.5,0.9,High
Technical University of Munich,2019.0,2019.0,Frankfurt,Male,BSc,Business,Alone#, No,Yes,17.6,2.58,7.7,"""4.2""",6.0,0.0,High
Technical University 0f Munich,2020.0,2021.0,Stuttgart,Female,MSc,STEM,Dorm,Yes,No,23.5,2.35,7.5,"""4.8""",6.8,4.6,High
Technical University of Munich,2019.0,2019.0,Berlin,Male,BSc,STEM,Shared Apartment,No,no,17.8,2.66,6.5,"""5.4""",5.0,3.1,High
Technical University of Munich,2021.0,2021.0,Frankfurt,Female,BSc,Humanities,Shared Apartment,No,No,20.6,2.62,6.3,"""0.9""",6.2,4.6,Moderate
Technical University of Munich,2021.0,2021.0,Munich,Female,MSc,STEM,Dorm,No,No,23.4,2.7,5.8,"""5.4""",4.0,4.3,High
Technical University of Munich,2020.0,2021.0,Cologne,Female,BSc,Business,Dorm,No,No ,23.4,3.11,6.5,"""3.0""",4.9,3.8,Moderate
Technical University of Munich,2021.0,2021.0,Berlin,Non-b1nary,BSc,SocialSci,Alone,No,No,18.7,2.79,6.6,"""4.3""",6.9,2.1,Moderate
Technical University of Munich,2022.0,2022.0,Dresden,Male,BSc,STEM,Alone,No,Yes,17.8,2.92,6.1,"""4.9""",6.4,,Moderate
Technical University of Munich,2022.0,2022.0,Hannover,Male,BSc,Humanities,Alone,No,No,21.0,3.32,,"""1.4""",5.2,4.9,Low  
Technical University of Munich,2021.0,2021.0,Berlin,Female,MSc,STEM,Dorm,Yes,No,23.6,2.34,5.1,"""4.7""",8.5,2.3,High
Technical University of Munich,2020.0,2020.0,Stuttgart,Female,BSc,Humanities,Dorm,Yes,No,18.1,2.83,6.0,"""1.4""",6.9,5.2,
Technical University of Munich,2022.0,2022.0,Leipzig,Male,MSc,SocialSci,Shared Apartment,Yes,Yes,25.6,2.54,7.1,"""3.6""",4.8,0.0,High
Technical University of Munich,2020.0,2021.0,Munich,Female,BSc, STEM,Shared Apartment,Yes,No,17.2,2.52,7.9,"""4.4""",3.9,0.0,High
Technical University of Munich,2020.0,2022.0,Dresden,Male,MSc,STEM,Dorm,No,No,23.8,2.27,5.1,"""5.6""",7.7,4.4,High
Technical University of Munich,2022.0,2022.0,Düsseldorf,Male,BSc,STEM,,No,Yes,19.8,3.04,5.9,"""2.3""",6.1,1.6,Moderate
Technical University of Munich,2021.0,2021.0,Hannover,Female,PhD,STEM,Alone,No,No,26.6,2.77,6.3,"""4.9""",8.7,5.9,High
Technical University of Munich,2022.0,2022.0,Nuremberg,Male,BSc,STEM,Shared Apartment,Yes,Yes,23.1,2.98,7.8,"""5.2""",8.7,4.2,Moderate
Technical University of Munich,2021.0,2021.0,Berlin,Male,BSc,Health,Shared Apartment,Yes,No,22.8,3.17,9.1,"""3.5""",3.8,4.6,Moderate
Technical University of Munich,2021.0,2021.0,Cologne,Female,BSc,STEM,Shared Apartment, No,Yes,20.5,3.31,7.5,"""2.5""",3.8,4.1,Low
Technical University of Munich,2020.0,2021.0,Stuttgart,Male,BSc,Humanities,Dorm,No,Yes,17.0,3.38,7.5,"""1.7""",1.5,1.3,Low
Technical University of Munich,2020.0,2020.0,Berlin,Male,BSc,STEM,Dorm,No,No,21.5,2.18,5.2,"""4.3""",7.6,0.1,High
Technical University of Munich,2020.0,2020.0,Munich,Female,MSc,Health,Shared Apartment,No,Yes,24.4,2.85,6.6,"""6.2""",7.0,5.1,High
Technical University of Munich,2020.0,2021.0,Nuremberg,Male,PhD,STEM,Shared Apartment,Yes,No,33.1,2.6,7.9,"""3.8""",6.1,0.0,High
Technical University 0f Munich,2022.0,2022.0,Berlin,Female,MSc,Business,Shared Apartment,No,Yes,23.7,3.54,8.2,"""6.3""",3.2,5.2,Low
Technical University of Munich,2020.0,2021.0,Frankfurt,Male,BSc,Business,Family Home,No,Yes,18.7,3.57,6.7,"""2.9""",5.5,4.0,Moderate
Technical University of Munich,2021.0,2021.0,Bremen,Male,BSc,STEM,Dorm,No,Yes  ,19.9,2.69,6.2,"""4.9""",6.4,2.7,High
Technical University of Munich,2022.0,2022.0,Munich,Male,MSc,Humanities,Dorm,No,Yes#,25.5,2.99,6.4,"""4.8""",6.7,3.5,High
Technical University of Munich#,2022.0,2022.0,Frankfurt,Male,,STEM,Dorm,No,No,23.6,3.1,7.1,"""6.7""",5.8,3.5,Moderate
